remainder__V1,remainder__V2,remainder__V3,remainder__V4,remainder__V5,remainder__V6,remainder__V7,remainder__V8,remainder__V9,remainder__V10,remainder__V11,remainder__V12,remainder__V13,remainder__V14,remainder__V15,remainder__V16,remainder__V17,remainder__V18,remainder__V19,remainder__V20,remainder__V21,remainder__V22,remainder__V23,remainder__V24,remainder__V25,remainder__V26,remainder__V27,remainder__V28,remainder__V29,remainder__V30,remainder__V31,remainder__V32,remainder__V33,remainder__V34,remainder__V35,remainder__V36,remainder__V37,remainder__V38,remainder__V39,remainder__V40,remainder__V41,remainder__V42,remainder__V43,remainder__V44,remainder__V45,remainder__V46,remainder__V47,remainder__V48,remainder__V49,remainder__V50,remainder__V51,remainder__V52,remainder__V53,remainder__V54,remainder__V55,remainder__V56,remainder__V57,remainder__V58,remainder__V59,remainder__V60,remainder__V61,remainder__V62,remainder__Class
0.0,10.0,16.0,15.0,3.0,0.0,0.0,0.0,6.0,16.0,6.0,9.0,14.0,1.0,0.0,0.0,8.0,16.0,3.0,0.0,13.0,6.0,0.0,0.0,11.0,14.0,0.0,0.0,7.0,10.0,0.0,0.0,8.0,12.0,0.0,0.0,4.0,12.0,0.0,8.0,13.0,0.0,0.0,9.0,9.0,0.0,0.0,4.0,16.0,8.0,9.0,16.0,3.0,0.0,0.0,0.0,10.0,16.0,15.0,6.0,0.0,0.0,0
0.0,1.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,5.0,13.0,1.0,12.0,0.0,0.0,0.0,0.0,2.0,11.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,6.0,0.0,0.0,0.0,10.0,15.0,4.0,13.0,3.0,0.0,0.0,0.0,12.0,2.0,0.0,1.0,14.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,15.0,1.0,2
0.0,0.0,5.0,16.0,1.0,0.0,0.0,0.0,0.0,2.0,15.0,10.0,1.0,9.0,2.0,0.0,0.0,12.0,14.0,1.0,8.0,15.0,1.0,0.0,4.0,16.0,6.0,1.0,15.0,8.0,0.0,0.0,13.0,16.0,16.0,16.0,16.0,9.0,0.0,8.0,10.0,8.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,7
3.0,15.0,16.0,12.0,1.0,0.0,0.0,0.0,12.0,14.0,12.0,16.0,7.0,0.0,0.0,0.0,12.0,6.0,0.0,14.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,1.0,0.0,0.0,0.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,3.0,14.0,16.0,9.0,6.0,4.0,0.0,0.0,3.0,15.0,16.0,16.0,16.0,12.0,0.0,5
0.0,12.0,14.0,12.0,12.0,3.0,0.0,0.0,0.0,15.0,12.0,10.0,9.0,1.0,0.0,0.0,2.0,16.0,6.0,7.0,2.0,0.0,0.0,0.0,4.0,16.0,16.0,16.0,15.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,7.0,0.0,0.0,4.0,12.0,0.0,3.0,14.0,4.0,0.0,0.0,1.0,13.0,16.0,16.0,6.0,0.0,0.0,8
3.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,16.0,2.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,0.0,0.0,1.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,16.0,13.0,9.0,1.0,0.0,4.0,16.0,11.0,8.0,8.0,11.0,2.0,5
2.0,12.0,16.0,16.0,8.0,0.0,0.0,0.0,8.0,10.0,9.0,16.0,6.0,0.0,0.0,0.0,0.0,1.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,14.0,11.0,0.0,0.0,3.0,15.0,16.0,16.0,16.0,9.0,0.0,6
0.0,0.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,7.0,1.0,0.0,0.0,6.0,15.0,4.0,5.0,16.0,6.0,0.0,5.0,16.0,5.0,0.0,13.0,14.0,0.0,0.0,11.0,16.0,12.0,12.0,16.0,8.0,0.0,6.0,9.0,8.0,12.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,7
0.0,0.0,10.0,16.0,15.0,3.0,0.0,0.0,0.0,6.0,13.0,10.0,16.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,8.0,14.0,15.0,8.0,0.0,1.0,15.0,16.0,13.0,3.0,0.0,0.0,0.0,0.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,1
2.0,15.0,9.0,10.0,8.0,6.0,0.0,0.0,10.0,16.0,16.0,16.0,12.0,8.0,0.0,0.0,8.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,16.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,2.0,0.0,0.0,10.0,12.0,6.0,10.0,16.0,1.0,0.0,0.0,1.0,13.0,16.0,14.0,5.0,0.0,0.0,8
0.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,10.0,0.0,0.0,0.0,0.0,4.0,15.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,15.0,4.0,0.0,0.0,0.0,0.0,12.0,16.0,16.0,8.0,0.0,4
0.0,12.0,16.0,15.0,1.0,0.0,0.0,0.0,2.0,16.0,6.0,16.0,2.0,0.0,0.0,0.0,1.0,16.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,5.0,0.0,0.0,0.0,0.0,2.0,15.0,16.0,12.0,1.0,0.0,0.0,10.0,12.0,2.0,11.0,12.0,0.0,0.0,0.0,8.0,13.0,4.0,0.0,13.0,9.0,0.0,0.0,0.0,7.0,15.0,16.0,16.0,6.0,0.0,2
0.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,1.0,12.0,15.0,3.0,0.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,12.0,2.0,0.0,0.0,13.0,14.0,2.0,1.0,3.0,1.0,5
0.0,0.0,1.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,15.0,0.0,0.0,0.0,0.0,3.0,9.0,16.0,15.0,0.0,0.0,0.0,7.0,16.0,15.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,4
0.0,3.0,15.0,15.0,12.0,12.0,4.0,0.0,0.0,9.0,10.0,2.0,9.0,15.0,2.0,0.0,0.0,7.0,2.0,2.0,14.0,2.0,0.0,0.0,0.0,3.0,4.0,11.0,10.0,0.0,0.0,0.0,0.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,13.0,0.0,0.0,0.0,0.0,1
0.0,12.0,15.0,6.0,0.0,0.0,0.0,0.0,8.0,14.0,7.0,16.0,3.0,0.0,0.0,0.0,8.0,6.0,0.0,8.0,8.0,0.0,0.0,0.0,5.0,8.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,7.0,15.0,3.0,0.0,0.0,0.0,0.0,7.0,16.0,12.0,5.0,7.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,15.0,0.0,5
0.0,7.0,12.0,12.0,6.0,0.0,0.0,0.0,0.0,16.0,11.0,15.0,15.0,2.0,0.0,0.0,4.0,12.0,0.0,1.0,10.0,6.0,0.0,0.0,8.0,10.0,0.0,0.0,10.0,6.0,0.0,0.0,4.0,12.0,0.0,0.0,8.0,8.0,0.0,3.0,13.0,0.0,0.0,9.0,7.0,0.0,0.0,2.0,15.0,4.0,5.0,15.0,2.0,0.0,0.0,0.0,9.0,16.0,16.0,9.0,0.0,0.0,0
0.0,6.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,16.0,9.0,16.0,7.0,0.0,0.0,0.0,4.0,10.0,0.0,6.0,15.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,11.0,3.0,0.0,0.0,8.0,8.0,0.0,0.0,8.0,5.0,0.0,7.0,10.0,0.0,0.0,5.0,6.0,0.0,0.0,1.0,15.0,4.0,1.0,12.0,4.0,0.0,0.0,0.0,8.0,16.0,16.0,11.0,0.0,0.0,0
0.0,0.0,0.0,12.0,15.0,1.0,0.0,0.0,3.0,8.0,8.0,14.0,16.0,0.0,0.0,0.0,11.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,4.0,4.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,4.0,0.0,0.0,0.0,0.0,12.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,11.0,0.0,4
0.0,13.0,13.0,4.0,0.0,0.0,0.0,0.0,4.0,14.0,7.0,14.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,10.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,12.0,4.0,0.0,0.0,0.0,14.0,14.0,12.0,12.0,6.0,0.0,5
0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,7.0,13.0,0.0,0.0,0.0,3.0,16.0,9.0,9.0,16.0,0.0,0.0,14.0,16.0,13.0,15.0,16.0,5.0,0.0,0.0,5.0,13.0,14.0,16.0,15.0,3.0,0.0,0.0,0.0,0.0,3.0,16.0,10.0,0.0,0.0,7
0.0,7.0,14.0,10.0,2.0,0.0,0.0,0.0,1.0,16.0,12.0,15.0,8.0,0.0,0.0,0.0,7.0,13.0,0.0,5.0,13.0,2.0,0.0,0.0,8.0,12.0,0.0,0.0,10.0,6.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,8.0,0.0,6.0,13.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,14.0,10.0,6.0,14.0,6.0,0.0,0.0,0.0,5.0,16.0,16.0,9.0,0.0,0.0,0
0.0,1.0,13.0,14.0,11.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,16.0,4.0,0.0,0.0,0.0,15.0,0.0,2.0,9.0,6.0,0.0,0.0,5.0,13.0,0.0,0.0,6.0,9.0,0.0,0.0,5.0,12.0,0.0,0.0,5.0,7.0,0.0,1.0,13.0,2.0,0.0,9.0,4.0,0.0,0.0,0.0,12.0,11.0,7.0,11.0,0.0,0.0,0.0,0.0,2.0,15.0,12.0,3.0,0.0,0.0,0
1.0,8.0,16.0,16.0,11.0,0.0,0.0,0.0,6.0,15.0,10.0,14.0,16.0,4.0,0.0,0.0,6.0,13.0,2.0,7.0,15.0,2.0,0.0,0.0,0.0,11.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,15.0,15.0,8.0,0.0,0.0,1.0,16.0,3.0,6.0,16.0,4.0,0.0,0.0,0.0,14.0,9.0,4.0,13.0,8.0,0.0,0.0,0.0,5.0,15.0,16.0,15.0,4.0,0.0,2
0.0,7.0,16.0,15.0,1.0,0.0,0.0,0.0,1.0,16.0,5.0,12.0,16.0,6.0,0.0,0.0,2.0,15.0,1.0,4.0,16.0,6.0,0.0,0.0,1.0,13.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,0.0,7.0,14.0,9.0,10.0,16.0,3.0,0.0,0.0,1.0,9.0,14.0,15.0,9.0,0.0,0.0,3
0.0,0.0,6.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,5.0,16.0,7.0,0.0,1.0,15.0,16.0,13.0,16.0,14.0,4.0,0.0,0.0,9.0,15.0,15.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,7
0.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,8.0,7.0,1.0,0.0,0.0,0.0,3.0,16.0,15.0,13.0,13.0,3.0,0.0,0.0,16.0,2.0,0.0,8.0,11.0,0.0,0.0,0.0,9.0,9.0,1.0,4.0,14.0,0.0,0.0,0.0,1.0,10.0,16.0,16.0,8.0,0.0,9
0.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,16.0,7.0,0.0,0.0,0.0,4.0,13.0,0.0,7.0,16.0,1.0,0.0,0.0,6.0,12.0,0.0,0.0,13.0,8.0,0.0,0.0,7.0,12.0,0.0,0.0,12.0,8.0,0.0,6.0,13.0,0.0,0.0,12.0,8.0,0.0,0.0,2.0,15.0,10.0,8.0,15.0,4.0,0.0,0.0,0.0,5.0,12.0,13.0,6.0,0.0,0.0,0
0.0,0.0,4.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,4.0,0.0,0.0,0.0,0.0,3.0,16.0,6.0,15.0,5.0,0.0,0.0,10.0,15.0,9.0,16.0,10.0,1.0,0.0,1.0,16.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,3.0,4.0,9.0,16.0,4.0,0.0,0.0,7
0.0,4.0,10.0,12.0,12.0,11.0,1.0,0.0,0.0,8.0,10.0,11.0,16.0,10.0,0.0,0.0,0.0,0.0,2.0,7.0,15.0,1.0,0.0,0.0,0.0,5.0,16.0,16.0,15.0,5.0,0.0,0.0,0.0,3.0,11.0,13.0,8.0,4.0,0.0,0.0,1.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,1
0.0,6.0,13.0,13.0,6.0,0.0,0.0,0.0,1.0,14.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,16.0,3.0,0.0,1.0,5.0,0.0,0.0,16.0,4.0,0.0,0.0,1.0,16.0,4.0,5.0,15.0,3.0,0.0,0.0,0.0,6.0,16.0,14.0,5.0,0.0,0.0,6
0.0,3.0,13.0,10.0,8.0,9.0,2.0,0.0,0.0,10.0,11.0,8.0,11.0,15.0,0.0,0.0,0.0,13.0,3.0,1.0,12.0,6.0,0.0,0.0,0.0,5.0,3.0,7.0,14.0,0.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,2.0,0.0,0.0,0.0,1
0.0,0.0,1.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,1.0,0.0,0.0,0.0,0.0,5.0,16.0,8.0,1.0,0.0,0.0,0.0,0.0,10.0,16.0,11.0,15.0,0.0,0.0,5.0,16.0,11.0,15.0,15.0,3.0,0.0,0.0,12.0,16.0,16.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,0.0,0.0,7
0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,9.0,3.0,0.0,0.0,0.0,1.0,15.0,7.0,16.0,7.0,0.0,0.0,9.0,16.0,14.0,16.0,16.0,8.0,0.0,0.0,8.0,12.0,14.0,16.0,12.0,5.0,0.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,7
0.0,5.0,14.0,16.0,16.0,14.0,0.0,0.0,0.0,14.0,14.0,12.0,15.0,13.0,0.0,0.0,0.0,9.0,2.0,5.0,16.0,5.0,0.0,0.0,0.0,1.0,9.0,15.0,16.0,7.0,0.0,0.0,0.0,3.0,16.0,16.0,16.0,9.0,0.0,0.0,0.0,10.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,2.0,0.0,0.0,0.0,1
0.0,3.0,13.0,13.0,14.0,6.0,0.0,0.0,2.0,15.0,8.0,16.0,15.0,11.0,0.0,0.0,3.0,14.0,3.0,5.0,15.0,4.0,0.0,0.0,1.0,13.0,16.0,16.0,3.0,0.0,0.0,0.0,0.0,13.0,13.0,14.0,9.0,0.0,0.0,4.0,12.0,0.0,6.0,11.0,0.0,0.0,0.0,3.0,14.0,5.0,7.0,15.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,9.0,0.0,0.0,2
0.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,16.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,3.0,0.0,0.0,0.0,2.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,13.0,16.0,14.0,8.0,7.0,0.0,0.0,0.0,8.0,13.0,12.0,12.0,13.0,0.0,5
0.0,1.0,7.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,15.0,16.0,12.0,0.0,0.0,0.0,5.0,13.0,16.0,16.0,9.0,0.0,0.0,0.0,5.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,4.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,11.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,5.0,0.0,0.0,0.0,0.0,6.0,14.0,13.0,5.0,0.0,4
0.0,0.0,0.0,7.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0,8.0,16.0,16.0,16.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,8.0,0.0,4
4.0,13.0,16.0,16.0,12.0,0.0,0.0,0.0,5.0,14.0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,16.0,8.0,6.0,1.0,0.0,0.0,0.0,2.0,16.0,13.0,14.0,11.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,12.0,0.0,0.0,2.0,15.0,16.0,16.0,14.0,3.0,0.0,8
0.0,9.0,12.0,9.0,0.0,0.0,0.0,0.0,3.0,15.0,10.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,16.0,4.0,0.0,0.0,0.0,0.0,3.0,13.0,16.0,2.0,0.0,0.0,0.0,0.0,7.0,12.0,13.0,14.0,1.0,0.0,3.0,1.0,0.0,4.0,16.0,5.0,0.0,0.0,12.0,12.0,4.0,11.0,15.0,2.0,0.0,0.0,4.0,13.0,15.0,11.0,3.0,0.0,0.0,6
0.0,8.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,2.0,10.0,16.0,3.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,0.0,7.0,12.0,1.0,1.0,14.0,7.0,0.0,0.0,0.0,8.0,16.0,16.0,10.0,1.0,0.0,6
0.0,4.0,15.0,15.0,8.0,1.0,0.0,0.0,2.0,12.0,3.0,10.0,14.0,11.0,0.0,0.0,3.0,14.0,5.0,3.0,11.0,11.0,0.0,0.0,0.0,7.0,15.0,16.0,14.0,2.0,0.0,0.0,0.0,5.0,16.0,11.0,15.0,2.0,0.0,0.0,13.0,1.0,2.0,16.0,1.0,0.0,0.0,0.0,10.0,11.0,8.0,15.0,0.0,0.0,0.0,0.0,3.0,13.0,14.0,3.0,0.0,0.0,2
1.0,10.0,15.0,14.0,2.0,0.0,0.0,0.0,7.0,10.0,3.0,11.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,14.0,0.0,0.0,0.0,0.0,3.0,9.0,15.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,13.0,8.0,0.0,0.0,0.0,9.0,16.0,16.0,12.0,3.0,0.0,6
0.0,1.0,9.0,12.0,8.0,0.0,0.0,0.0,1.0,12.0,9.0,13.0,13.0,0.0,0.0,0.0,6.0,11.0,0.0,2.0,15.0,0.0,0.0,0.0,1.0,14.0,14.0,14.0,8.0,0.0,0.0,0.0,0.0,0.0,11.0,16.0,13.0,1.0,0.0,0.0,4.0,13.0,2.0,14.0,6.0,0.0,0.0,0.0,8.0,9.0,2.0,14.0,7.0,0.0,0.0,0.0,4.0,16.0,16.0,8.0,1.0,0.0,2
0.0,10.0,14.0,12.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,3.0,0.0,0.0,0.0,0.0,5.0,16.0,12.0,11.0,1.0,0.0,0.0,0.0,2.0,12.0,9.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,2.0,14.0,4.0,4.0,13.0,9.0,0.0,0.0,0.0,10.0,14.0,15.0,11.0,1.0,0.0,8
0.0,9.0,15.0,12.0,6.0,0.0,0.0,0.0,3.0,16.0,15.0,13.0,8.0,0.0,0.0,0.0,2.0,16.0,4.0,12.0,5.0,0.0,0.0,0.0,0.0,13.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,11.0,1.0,0.0,0.0,1.0,12.0,0.0,14.0,6.0,0.0,0.0,0.0,0.0,13.0,5.0,2.0,16.0,2.0,0.0,0.0,0.0,7.0,14.0,16.0,16.0,2.0,0.0,2
0.0,0.0,12.0,16.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0,15.0,13.0,0.0,0.0,0.0,0.0,9.0,6.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,0.0,0.0,0.0,0.0,5.0,16.0,6.0,0.0,0.0,0.0,8.0,15.0,16.0,3.0,0.0,0.0,0.0,5.0,16.0,16.0,16.0,16.0,6.0,0.0,0.0,1.0,4.0,4.0,9.0,16.0,11.0,0.0,0.0,5
0.0,8.0,14.0,14.0,2.0,0.0,0.0,0.0,5.0,15.0,5.0,9.0,15.0,6.0,0.0,0.0,6.0,15.0,6.0,4.0,16.0,6.0,0.0,0.0,0.0,5.0,13.0,16.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,8.0,6.0,1.0,10.0,8.0,0.0,0.0,0.0,10.0,16.0,16.0,16.0,4.0,0.0,3
0.0,5.0,15.0,7.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,10.0,7.0,0.0,0.0,0.0,8.0,13.0,0.0,3.0,16.0,3.0,0.0,0.0,9.0,10.0,0.0,0.0,9.0,7.0,0.0,0.0,8.0,12.0,0.0,0.0,8.0,8.0,0.0,4.0,14.0,0.0,0.0,5.0,12.0,0.0,0.0,2.0,15.0,5.0,6.0,14.0,6.0,0.0,0.0,0.0,6.0,13.0,15.0,10.0,2.0,0.0,0
1.0,10.0,16.0,10.0,1.0,0.0,0.0,0.0,8.0,14.0,5.0,10.0,13.0,2.0,0.0,0.0,1.0,4.0,0.0,11.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,0.0,0.0,10.0,5.0,4.0,10.0,13.0,0.0,0.0,0.0,10.0,14.0,16.0,14.0,9.0,0.0,6
2.0,6.0,11.0,8.0,0.0,0.0,0.0,0.0,9.0,16.0,14.0,5.0,0.0,0.0,0.0,0.0,9.0,16.0,12.0,8.0,2.0,0.0,0.0,0.0,8.0,15.0,8.0,11.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,6.0,6.0,4.0,8.0,14.0,0.0,0.0,0.0,5.0,15.0,16.0,15.0,7.0,0.0,8
0.0,3.0,12.0,15.0,6.0,0.0,0.0,0.0,1.0,14.0,16.0,14.0,16.0,5.0,0.0,0.0,6.0,16.0,9.0,0.0,13.0,8.0,0.0,0.0,8.0,16.0,0.0,0.0,9.0,8.0,0.0,0.0,7.0,16.0,0.0,0.0,9.0,8.0,0.0,5.0,16.0,0.0,3.0,15.0,2.0,0.0,0.0,2.0,14.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,4.0,14.0,9.0,1.0,0.0,0.0,0
0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,16.0,11.0,5.0,0.0,0.0,0.0,9.0,16.0,16.0,16.0,15.0,7.0,0.0,5.0,12.0,14.0,16.0,16.0,8.0,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.0,1.0,0.0,0.0,7
